Sl. No,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
3,Agra,Fatehabad,Potato,Desi,FAQ,2500,2550,2520,20 Nov 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,2700,3000,2885,20 Nov 2020
1,Agra,Achnera,Potato,Desi,FAQ,2840,2920,2880,21 Nov 2020
2,Agra,Agra,Potato,Desi,FAQ,2700,3000,2850,21 Nov 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,2500,2600,2550,21 Nov 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,2800,3000,2900,21 Nov 2020
1,Agra,Achnera,Potato,Desi,FAQ,2820,2900,2860,22 Nov 2020
1,Agra,Achnera,Potato,Desi,FAQ,2840,2920,2880,23 Nov 2020
2,Agra,Agra,Potato,Desi,FAQ,2750,3000,2880,23 Nov 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,2500,2600,2550,23 Nov 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,2800,3000,2920,23 Nov 2020
1,Agra,Achnera,Potato,Desi,FAQ,2850,2950,2900,24 Nov 2020
2,Agra,Agra,Potato,Desi,FAQ,2800,3000,2900,24 Nov 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,2700,2800,2750,24 Nov 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,2800,3000,2905,24 Nov 2020
5,Agra,Jagnair,Potato,Desi,FAQ,2500,2700,2600,24 Nov 2020
6,Agra,Khairagarh,Potato,Desi,FAQ,2800,3000,2900,24 Nov 2020
1,Agra,Achnera,Potato,Desi,FAQ,2850,2950,2900,25 Nov 2020
2,Agra,Agra,Potato,Desi,FAQ,2800,3000,2890,25 Nov 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,2700,2750,2720,25 Nov 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,2700,3000,2890,25 Nov 2020
5,Agra,Jagnair,Potato,Desi,FAQ,3000,3200,3100,25 Nov 2020
1,Agra,Agra,Potato,Desi,FAQ,2750,2950,2880,26 Nov 2020
2,Agra,Fatehabad,Potato,Desi,FAQ,2700,2800,2750,26 Nov 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,0,0,2910,26 Nov 2020
4,Agra,Jagnair,Potato,Desi,FAQ,2500,2700,2600,26 Nov 2020
1,Agra,Achnera,Potato,Desi,FAQ,2830,2910,2870,27 Nov 2020
2,Agra,Agra,Potato,Desi,FAQ,2750,2950,2870,27 Nov 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,2800,3100,2945,27 Nov 2020
4,Agra,Jagnair,Potato,Desi,FAQ,2500,2700,2600,27 Nov 2020
1,Agra,Achnera,Potato,Desi,FAQ,2820,2900,2860,28 Nov 2020
2,Agra,Agra,Potato,Desi,FAQ,2800,3000,2900,28 Nov 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,2700,2750,2730,28 Nov 2020
4,Agra,Jagnair,Potato,Desi,FAQ,2500,2700,2600,28 Nov 2020
1,Agra,Achnera,Potato,Desi,FAQ,3750,3850,3800,29 Nov 2020
2,Agra,Khairagarh,Potato,Desi,FAQ,2800,3000,2900,29 Nov 2020
1,Agra,Achnera,Potato,Desi,FAQ,2830,2930,2880,30 Nov 2020
2,Agra,Agra,Potato,Desi,FAQ,2800,3100,2950,30 Nov 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,2700,2800,2740,30 Nov 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,2900,3050,2960,30 Nov 2020
5,Agra,Jagnair,Potato,Desi,FAQ,2600,2700,2650,30 Nov 2020
6,Agra,Khairagarh,Potato,Desi,FAQ,2800,3000,2900,30 Nov 2020
